Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
103	-63.712086	116.958824	6.986477	-471.14157	141.5	-32.230843	13.887942	20.947073	-54.547207	208000	-0.053474583	269.09442	-0.0010929443	-98.26233	0.89770865	-2.169609e-08	3560.2288947105408
104	-35.367428	56.715992	33.989742	-229.8719	83.09524	-19.184649	11.031999	19.585342	-48.230415	210000	-0.052415904	474.4429	-0.00070142	-217.45508	0.8975359	5.6028364e-09	3591.4881064891815
105	-110.58394	179.27249	4.9725957	-466.59286	260.4	-39.36635	12.503453	8.772924	-55.34328	212000	-0.15367633	173.38002	-0.0006265938	-71.684456	0.8973662	-5.9604643e-10	3623.131509780884
106	-114.89447	189.62283	-3.0058136	-493.6909	249.2	-39.586884	10.716896	5.698921	-52.731968	214000	-0.13756411	298.1886	-0.0009292215	-91.25784	0.89718974	-3.8146974e-09	3654.3249773979187
107	-295.4637	277.0152	-18.448519	-572.4789	513.0	-42.362537	8.614437	7.537246	-53.257225	216000	-0.14856684	204.2535	-0.0008832365	-91.451515	0.8970082	-1.192093e-10	3685.579049348831
108	-63.2134	113.66222	13.035461	-451.0277	140.35715	-42.23816	11.433773	2.3583977	-56.51155	218000	-0.13113606	426.86282	-0.0008183569	-255.43105	0.8968161	1.4305114e-08	3717.1192197799683
109	-45.608974	119.19286	4.9689083	-546.3677	104.789474	-26.375597	12.877554	10.831626	-47.897293	220000	-0.17427954	448.5507	-0.00095047057	-150.47208	0.8966202	-7.033348e-09	3748.505105495453
110	-153.8669	206.08612	-30.628431	-564.7015	295.0	-35.645462	10.604751	17.332438	-49.336758	222000	-0.08115645	335.85312	-0.0011600778	-116.85632	0.89641833	9.417534e-09	3779.953072786331
111	-50.08297	112.87328	9.156924	-462.2091	129.53334	-32.00526	13.804094	16.047464	-54.01318	224000	-0.0652213	401.05603	-0.0010350421	-147.57281	0.89622253	6.437302e-09	3809.9527990818024
112	-51.72126	95.506	13.621258	-392.0774	128.13333	-26.80789	12.727055	21.13852	-47.747738	226000	-0.080156155	201.7945	-0.0015118867	-69.958176	0.89603245	-5.2452087e-09	3840.4876794815063
113	-44.756634	49.537205	-0.22611798	-160.66353	96.545456	-29.568054	11.424348	12.44274	-48.924114	228000	-0.105804704	307.9029	-0.0010792911	-124.151276	0.89585143	-7.2717667e-09	3870.4120712280273
114	-46.002693	40.56713	-0.077566154	-131.26176	87.0	-29.809433	11.635825	5.2647204	-51.245514	230000	-0.036364637	312.03867	-0.0011803694	-97.1523	0.895667	-1.5497208e-09	3898.995763063431
115	-15.789771	21.919382	16.118769	-77.76545	63.31818	-28.148426	11.146497	5.0097075	-51.51294	232000	-0.11525515	453.09872	-0.0012380108	-214.36218	0.8954957	1.4305115e-09	3928.7056810855865
116	-66.36014	130.22754	2.603907	-506.76624	125.15385	-30.02252	18.476192	18.402727	-54.471596	234000	-0.07263113	278.90332	-0.000883244	-83.19888	0.8953203	-7.390976e-09	3959.091692686081
117	-69.74659	103.05664	23.401447	-385.6641	165.25	-29.009558	14.931859	7.2365294	-53.554344	236000	-0.120260194	379.4567	-0.00033713877	-145.26505	0.8951508	4.053116e-09	3991.1364953517914
118	-70.60119	114.60389	-8.924991	-436.6685	150.38461	-28.720728	9.970348	12.790592	-45.822784	238000	-0.15527396	265.1383	-0.0009032935	-118.76289	0.8949736	-5.00679e-09	4022.1074752807617
119	-68.595314	124.32868	13.318951	-461.2776	165.58333	-28.734514	15.195243	9.150427	-50.719593	240000	-0.18077524	217.77219	-0.0009815246	-62.169205	0.8947893	-6.556511e-09	4053.36337685585
120	-73.708	124.00986	3.4200373	-462.75467	163.25	-30.066004	12.765256	12.250444	-49.051228	242000	-0.0811591	340.01846	-0.0010399967	-111.11813	0.89459765	9.536744e-10	4084.971736431122
121	-65.230865	118.55839	-1.0100045	-509.4489	123.8125	-30.263407	9.524598	7.391096	-45.502197	244000	-0.10861329	273.41553	-0.0008601174	-83.95549	0.89440376	-1.6212464e-08	4116.20942234993
122	-32.24398	39.082546	9.060782	-169.95187	75.833336	-24.549847	10.223064	5.935613	-47.543407	246000	-0.1035521	316.12482	-0.00082752854	-116.49025	0.8942161	1.0251999e-08	4147.415837049484
123	-264.31577	248.30556	-16.010206	-512.62134	515.0	-38.951725	7.0513673	1.943929	-50.55702	248000	-0.14925733	235.15639	-0.00064878166	-103.139435	0.89402467	-3.218651e-09	4178.479877710342
124	-105.36941	144.0122	-18.08653	-506.69293	190.33333	-40.095177	7.5101204	0.03965187	-52.67681	250000	-0.1552339	220.50201	-0.0008882284	-67.51672	0.89383197	-4.768372e-10	4209.910666465759
125	-49.486103	106.579216	18.39911	-478.9089	109.388885	-34.500553	7.227378	-1.0349994	-45.520363	252000	-0.09607173	410.11502	-0.0010587871	-240.77612	0.89362794	-1.4305115e-09	4241.467095375061
